微博id,微博正文,发布位置,发布时间,发布工具,点赞数,转发数,评论数
CqN5U9ZhT,"转发理由:#极限挑战#形成了流派 发扬弗兰话的重任 就交给我吧～  
原始用户: little摸
转发内容: 向 @努力努力再努力x 提问: #极限挑战# 对自己的塑普有什么看法啊？ http://t.cn/RLbMBib  ",无,2015-07-12 18:41,微访谈,97169,9084,4111
CqN551ggE,"转发理由:红雷哥～你多“帮帮”他们吧 我还好 还能顶得住 还有就是参加微访谈 要进入指定链接 诶呀 这颜值～  
原始用户: 孙红雷
转发内容: @黄渤  你说  路边的锄头及其她  都是我的，那你为什么就站在路边？还烫了头发？我的心被你搞乱了 那艺兴怎么办哪 @努力努力再努力x  [组图共5张] 原图 ",无,2015-07-12 18:39,微博 weibo.com,132442,10347,4397
CqN3RnaLK,"转发理由:#极限挑战#现在不气了 我要快快成长 欺负他们  
原始用户: 我是山外
转发内容: 向 @羅志祥 @努力努力再努力x 提问: #极限挑战#小骄傲在节目里被哥哥们‘欺负’时，是真的很生气了么？ http://t.cn/RLbMBib  ",无,2015-07-12 18:36,微访谈,110569,8963,4944
CqN3zlCb1,"转发理由:#极限挑战#我还没参加录制前 就希望可以能和兄弟们一起出现呢哈哈 多多期待  
原始用户: EXO_艺薇
转发内容: 向 @努力努力再努力x 提问: #极限挑战# 你会不会带其他EXO的组团参加极限挑战？？如果你可以，请把他们也带上节目：）当一天的嘉宾也可以 http://t.cn/RLbMBib  ",无,2015-07-12 18:35,微访谈,101127,9296,4861
CqN2QqwGJ,"转发理由:#极限挑战#这个要问导演组 我是非常想去滴～  
原始用户: 釜山兔牙
转发内容: 向 @努力努力再努力x 提问: #极限挑战#Lay,什么时候极限来南京录制啊？在录制的时候一定要注意自己的腰阿，不要受伤了[飞吻][飞吻][飞吻][飞吻] http://t.cn/RLbMBib  ",无,2015-07-12 18:33,微访谈,91872,7761,2723
CqN2D8MuG,"转发理由:#极限挑战#诶 你别说 说不定还真有可能～  
原始用户: 一只枕头x
转发内容: 向 @努力努力再努力x 提问: #极限挑战#请问舌头可以鉴定翡翠是真的吗  上一期的那条内裤最终是被炸的尸骨无存了吗？ http://t.cn/RLbMBib  ",无,2015-07-12 18:33,微访谈,86758,8092,2582
CqN2pwZHE,转发微博已被删除,无,2015-07-12 18:32,微访谈,83088,7778,2630
CqN16yNvG,"#极限挑战#我的微访谈""东方卫视#极限挑战#微访谈""开始啦！今天我和@羅志祥 会在微访谈跟大家聊天,访谈时间是18:30-21:00,快来提问吧！访谈地址：【新私信】 东方卫视#极限挑战#微访谈 | 微访谈  ",无,2015-07-12 18:29,微访谈,83152,13126,4585
CqM45wRQp,羊今天抓到牛了@李晨  [组图共2张] 原图 ,无,2015-07-12 16:04,iPhone 6,337914,91966,66904
CqF9Hg4zc,18岁青春无悔  快乐和梦想都不会被时间改变 希望我能多去节目里看大家 祝快本18岁生日快乐  ,无,2015-07-11 22:28,iPhone 6,394699,50935,49885
CpfoJi2GR,哥哥们一起坐飞机回了北京 小猪哥 飞回了台湾 我飞到了首尔（你们看哥哥们这么开心 那么帅 哈哈）  [组图共4张] 原图 ,无,2015-07-02 15:04,iPhone 6,407320,112353,99783
Cp7UtpBTM,难忘的旅程 偶遇彩虹的幸福 忍不住再分享一下  群登玉龙山之巅 白雪覆履情柱天 极限挑战登封座 虹跨山间照丰年 即兴小诗一首 嘿嘿 ^^  [组图共3张] 原图 ,无,2015-07-01 20:00,iPhone 6,338473,84732,42832
CnUMbtI79,坚持每天微笑就能成为好总裁吗？@常程  原图 ,无,2015-06-23 20:43,iPhone 6,391944,87744,89725
CnHDGd2Q8,谢谢各位对我的意见批评和建议 我全部接受 节目是好节目 哥哥们是好哥哥  至于我的不足 我会慢慢学习 成长  谢谢各位的关注 也谢谢极限挑战  ,无,2015-06-22 11:17,iPhone 6,461552,73432,137489
CnAQniYD6,今晚继续#极限挑战# 你们要我get的新技能我都看到了  我决定还是用酒窝夹点实在的给大家吧：参与微博雷达实时竞猜  就有红包可以拿哦[向右]极限雷达，全面启动  原图 ,无,2015-06-21 17:59,iPhone 6,436032,89698,76313
CnzOinNKw,"转发理由: /这么高的颜值分给我  那是要帅哭了   谢谢老大！也祝福天下的父亲 父亲节快乐 健康平安/@孙红雷:我把红心[爱心]️送给你   我把颜值也分你   艺兴别哭@努力努力再努力x    
原始用户: 微博综艺
转发内容: #大哥遇上小天真#本周#极限挑战# ，“红兴组合”即将展开一段灰常灰常跌宕起伏，虐兴又虐心的“暖兴”故事， 小鲜肉飙泪，老鲜肉崩溃。 情节，你们看图脑补一下。@孙红雷  @努力努力再努力x  [组图共6张] 原图 ",无,2015-06-21 15:21,iPhone 6,226797,18734,25287
CnoLdbZTq,祝大家端午安康   我粽子已吃 小秘书已转达 请放心  ,无,2015-06-20 11:13,iPhone 6,363700,44062,49236
Cmtc40dKp,#极限挑战# 马上就要开播了  几位哥哥@孙红雷@黄渤@黄磊微博@罗志祥@演员王迅 我们之间的较量也要开始了！！！！！  ,无,2015-06-14 08:40,iPhone 6,247174,131244,103351
Cli2Fkqim,明天高考的同学们  今晚可以吃顿面条 寓意顺溜 为梦想努力的大家加油  ,无,2015-06-06 14:26,iPhone 6,412583,77219,61934
CkIJiygdr,祈祷 祈福 平安中国[祈祷] 平安世界[祈祷]  ,无,2015-06-02 20:32,iPhone 6,345544,74764,50383
CkpAxfBUi,真的谢谢所有粉丝的热情 还有我们极限挑战的哥哥们 大好人 谢谢李总 夏总 我尽力表演了 希望你们喜欢  [组图共6张] 原图 ,无,2015-05-31 19:49,iPhone 6,317656,85170,48090
CjATvqjI4,"转发理由:看这个看这个 那个不用看了 诶哟喂 这个才对  
原始用户: 东方卫视极限挑战
转发内容: #极限挑战##张艺兴极限挑战#少年Lay打开箱子开始奇幻挑战，等待他的，是梦幻旅程，还是惊奇探险？看看张艺兴@努力努力再努力x 的神秘笑容，你有答案了吗?张艺兴本色出镜开启奇幻漂流 萌帅合一  原图 ",无,2015-05-26 10:45,iPhone 6,208057,66846,54595
CjcZldliM,yoyo好久不见 bro들이 哈哈还是那么帅大家  原图 ,无,2015-05-23 21:54,iPhone 6,416564,106327,75104
Cj1Mnsf21,"转发理由:其实这样和粉丝见面的节目 我觉得非常亲切 也非常喜欢 感动  谢谢你们为我做的一切 期待 下次见面  但是  下次见面 咱能不那样问问题吧 没法招架好吧  不管怎么样 衷心的感谢大家   
原始用户: 新浪电视
转发内容: 新浪娱乐携手上汽MG GS名爵锐腾打造#张艺兴爱豆抱抱# @努力努力再努力x 不能错过的精彩成片→视频：爱豆抱抱张艺兴现场湿身 卖萌十连拍 张艺兴现场湿身秀性感；卖萌十连拍，模仿华妃狠辣表情；边跳“魔鬼的步伐”边给粉丝送花；粉丝现场表白，感人、甜蜜、温暖更多难忘瞬间：爱豆抱抱 @张艺兴工作室  [组图共9张] 原图 ",无,2015-05-22 17:22,iPhone 6,174138,66737,38679
CiQYd9GhL,"转发理由: /我呢 在几位大哥面前，愧不敢当/@演员王迅:乐感太强，乐器担当就是我！ //@羅志祥:舞艺担当在此，不服来战。//@黄磊微博:你都颜值担当了，我就只好负责老本行厨艺了 //@孙红雷:大家好，我是这个节目的颜值担当，大家多支持哦  
原始用户: 东方卫视极限挑战
转发内容: #极限挑战# 六大型男全部集结，这一次，没有影帝；这一次，没有偶像；这一次，没有主角配角的差异；这一次，没有鲜肉硬汉的区分。一起挑战极限，追击命运！“极限男人帮”，集结完毕，各位姐姐妹妹阿姨姑姑，今年6月，我们要为你们开始拼了！么么哒[親親][親親]  [组图共9张] 原图 ",无,2015-05-21 13:51,iPhone 6,174932,79451,44328
Ch8pYiCiW,祝天下所有的妈妈们 母亲节快乐 ～ 所有的宝贝们记得打电话问候妈妈喔～   ,无,2015-05-10 06:35,iPhone 6,404068,85108,69071
CgV3itZMN,21:10准时起跑，我已经在热身了，你们准备好了吗？#奔跑吧兄弟#  [组图共2张] 原图 ,无,2015-05-08 20:33,iPhone 6,417972,93044,101990
CgCpEbvaw,"转发理由: / 第一部电影，第一次当“爸爸”，太多第一次，左边你们会不会看嘞？ 谢谢所有前辈 幕后工作人员 对我的照顾 辛苦各位了！刚刚由于格式错误 所以删除了 现在应该对了/@魏楠先生:#从天儿降#杀青我决定要对自己好点儿，熬夜做后期的我就不摘眼镜了  
原始用户: 电影从天儿降
转发内容: 电影#从天儿降#已经杀青，我们相遇相识到分别经历了45个日夜，1080个小时，哭过笑过只为了给大家一个不一样的《从天儿降》，感谢大家的努力，让这部戏成为现实，留下美好的回忆。@稀土部队 @郭敬明 @神父導演 @魏楠先生 @陳正道 @陈学冬 @努力努力再努力x @姜雯Coco @李小璐Super璐  [组图共9张] 原图 ",无,2015-05-06 21:06,iPhone 6,235089,83280,53987
CfSiv0xt5,今天是五一 广大人民群众休息的好么？祝大家劳动节快乐！ 为什么会找不到我嘞？ 我在这里啊～ 😎  原图 ,无,2015-05-01 23:42,iPhone 6 Plus,412318,109400,77972
CcjSLriIY,感恩、珍惜、努力，愿与公司一起成长  祝EXO三周年快乐[爱心]️  ,无,2015-04-08 14:35,iPhone 6,586133,288911,185533
CahGZ17gI,yo bro ～ we are warrior～！！！！  原图 ,无,2015-03-26 05:20,iPhone 6,409504,132038,115401
C97RxBi32,大家好 我是张艺兴 我的第一个电影小宝贝今天#从天儿降#  有人抢当“爹妈”  有人演“儿”  我要演什么呢@魏楠先生？@电影从天儿降  [组图共4张] 原图 ,无,2015-03-18 14:28,iPhone 6,428409,247394,185531
C8qujlunk,"转发理由:谢谢所有快本的导演及工作人员 和快乐家族 与黄晓明哥 和 乔任梁哥 对我的关照  谢谢所有帮助我的人 和给予我机会的人 也请大家多多期待节目 谢谢了  
原始用户: 快乐大本营
转发内容: 本周六白色情人节，#快乐大本营# 为敢爱的你谋福利咯[江南style]@黄晓明 @乔任梁 张艺兴@努力努力再努力x 言传身教，搞定女友So easy！蛋蛋恋爱经历首曝光教主大胆表白angelababy，竟被误会求婚，再次连线能否成功？黄晓明为爱挑战高空冒险，汗如雨下，业界良心！精彩猛戳敢爱福利社20150314  [组图共9张] 原图 ",无,2015-03-14 00:02,iPhone 6,263791,38866,36433
C78TnfXFq,祝大家元宵节快乐 一家人团团圆圆幸福美满 一切顺利  也请多多期待exo的演唱会 我为你们准备了特别的礼物噢 ^^ duang～～～～～哈哈  ,无,2015-03-05 13:24,iPhone 6,375194,103946,82714
C4TUBnwjr,春节快乐 各位 记得 吃饺子 陪家人一起吃团圆饭噢～  ,无,2015-02-18 19:36,iPhone 6,393350,98608,107549
C4aLSbdX5,这羊咩咩 和我长的很像  今年又是羊年 故取名叫“羊心” 因为走的是国际化路线 所以英文名叫“sheep heart” 韩文名叫“양심”哈哈 情人节快乐 大家一定要找到自己的幸福 然后就快乐了 提前拜早年~天天“喜羊羊”  [组图共2张] 原图 ,无,2015-02-14 00:41,iPhone 6,419099,92678,89474
C3S7dfdbm,谢谢所有导演 工作人员 对我的帮助  谢谢所有观众 一直陪我们录到最后 谢谢鲁豫哥，柳岩姐，泉灵姐 对我的指导  我还是没能完美的完成任务 但是我确实尽力了 希望见谅 你们辛苦了 为每一位在主持岗位上的老师们 和背后默默付出的所有工作人员 还有兴迷们 致敬 也祝大家小年快乐！  原图 ,无,2015-02-12 01:11,iPhone 6,422791,94965,97040
C3nDSxmS5,"转发理由: 世上最动听的不过是这句“我愿意”祝哥哥姐姐幸福美满怡姐 永远幸福 美丽 快乐！   
原始用户: 稀土部队
转发内容: 我愿意！  原图 ",无,2015-02-08 19:36,iPhone 6,280258,27623,43461
BFW9HrnRa,请各位用心读一遍 谢谢  原图 ,无,2015-01-17 10:35,iPhone 6,508330,142950,118733
BEDpIscJi,拜拜 回家注意安全～不知道你们吃饭了没  ,无,2015-01-08 21:02,iPhone 6,327390,41945,69011
BEb2Nmjkw,穿很安全去买了肯德基  找了3家店 找到我的玩偶 谢谢大家的支持  [组图共5张] 原图 ,无,2015-01-05 20:49,iPhone 6,455269,104717,118553
BDrQD6Bs6,新年快乐 羊年大吉“ 羊羊”得意 三“羊”开泰 恭喜发财～ 笑口常开～ 谢谢你们为我做的一切～ 不要担心我 ～因为今年是我的本命年 羊咩咩 ～咩～^u^  原图 ,无,2015-01-01 01:45,iPhone 6,461669,144063,135467
BDiQkhIsD,今天我的第二首个人作曲编曲的歌曲“ i'm coming” 将在湖南卫视跨年展现给大家  这次的solo加入了很多不一样的音乐元素  希望大家喜欢 并一起度过一个愉快的夜晚  ,无,2014-12-31 02:50,iPhone 6,317245,64118,66472
BCqiymyKh,祝大家圣诞快乐 身体健康 幸福 一切顺利  [组图共2张] 原图 ,无,2014-12-25 07:58,iPhone 6,391054,116318,120863
BAGXsqbhs,我今天在第八届中国移动咪咕汇颁奖典礼中发表获奖词之时 一时口误 给主办方造成的影响表示歉意  再次感谢中国移动，感谢咪咕音乐 @咪咕音乐 @中国移动  ,无,2014-12-13 22:42,iPhone 6,270391,50253,59134
BqSSXkHs3,哥们 拜拜 有机会再同台吧！做兄弟的支持你每一个决定 祝福你  ,无,2014-10-10 10:41,iPhone 6,658156,197109,378734
Bquavq4tY,谢谢@谢娜 姐 @李维嘉 哥的微博祝福 收到太多祝福 结束了生日party  现在发了 感谢所有人的祝福 我会努力不让你们失望的 也希望我的一切 能给你们一些能量！   [组图共6张] 原图 ,无,2014-10-07 19:46,iPhone 6,371093,123495,152688
BowOgkFxS,"转发理由:谢谢冬哥 我也很开心 保重身体^u^  
原始用户: 演员郭晓东
转发内容: 合作愉快艺兴！[呵呵][呵呵]@努力努力再努力x  原图 ",无,2014-09-24 22:49,iPhone客户端,272234,26884,73088
BnyZ48Qn9,一场精彩的比赛 不仅有所有选手努力的汗水 更有为了呈现这一切 默默付出的工作人员 记者朋友们 和志愿者们           你们辛苦了 谢谢你们 祝仁川亚运会圆满举办成功   原图 ,无,2014-09-18 14:30,iPhone客户端,306992,129299,54273
Bm5JOtzbD,中秋快乐 ～喜欢不？ 伍家岭  显示地图 [组图共4张] 原图 ,伍家岭,2014-09-08 22:13,iPhone客户端,431833,164172,190279
BjMAs6Xov,"转发理由:我接受了@郭书瑶 的挑战 下面我点名@M鹿M   
原始用户: 努力努力再努力x
转发内容: 我上传了：【视频：exo lay als】exo lay als（来 @优酷 看我更多精彩视频：新浪微博27228832的自频道）  原图 ",无,2014-08-24 17:47,iPhone客户端,221060,32010,51137
BjMxAvmVo,我上传了：【视频：exo lay als】exo lay als（来 @优酷 看我更多精彩视频：新浪微博27228832的自频道）  原图 ,无,2014-08-24 17:40,优酷土豆,208190,124056,41386
Bjmneqnv6,前辈们 下次见～ 别把我忘记了噢^^ 47  原图 ,无,2014-08-21 23:03,iPhone客户端,284408,65832,46915
Bj8pChl9r,今天晚上江苏卫视 请大家多多支持  “星厨驾到” 这是我第一次的 个人活动 对我来说很重要 认识了很多前辈艺人 收获了很多每一位工作人员也十分照顾我 是一个十分好玩好看的饮食节目   也祝节目收视率棒棒～附照片一张  韩国  原图 ,无,2014-08-20 11:30,iPhone客户端,339942,127684,128313
BgpJ8hWAs,回首过往之路 但觉幸福之苦 桂月二日逢七夕 光展台美缘陕西  牛郎织女守今日 你诺我随泪决堤  七夕小诗 —蛋蛋 恭祝大家七夕情人节快乐  二环南路(西段)  ,无,2014-08-02 14:04,iPhone客户端,260700,79487,94040
BfWQYd62j,"转发理由:哇 吓我一跳 谢谢高导演的赏识 谢谢您  我也十分希望可以和您合作 哇~~~~~~~  我会继续努力的～！谢谢  
原始用户: 高希希
转发内容: 最近认识了一个很有才华、很努力又懂音乐创作的年轻人张艺兴，未来的两部电影里，一定有你的角色，希望你越来越好哟！@努力努力再努力x   原图 ",无,2014-07-30 12:34,iPhone客户端,235997,78741,61572
BfyMH0Wbu,辛苦辛苦 好厉害的 吓我一跳  你们好多人啊 好感动啊 感受到词穷了 不知道怎么形容这种感动的场面 你们真的辛苦了 好开心哈 谢谢你们 让我在家乡第一次演唱会这么感动 开心 也谢谢你们把热情传递给我们每一位成员  难怪他们老说你们和我像照片送你^_^ 桔洲路  [组图共2张] 原图 ,无,2014-07-27 23:18,iPhone客户端,303527,169091,132008
